t,x_m,theta,v_m_s,thetadot,u_pwm
1764425663.490526,0.1536328125,0.06,-0.652421875,-1.636,-57
1764425663.501944,0.1451953125,0.04,-0.563984375,-1.393,-46
1764425663.5115263,0.1401171875,0.02,-0.5198828125,-1.345,-35
1764425663.522525,0.135625,0.01,-0.4639453125,-1.257,-25
1764425663.5325239,0.131875,0.0,-0.3933203125,-1.158,-13
1764425663.5425243,0.128984375,-0.01,-0.3112109375,-0.826,-9
1764425663.5525224,0.127890625,-0.01,-0.265,-0.873,5
1764425663.5625222,0.1259375,-0.02,-0.12980468750000002,-0.454,18
1764425663.5725243,0.125859375,-0.02,-0.0324609375,-0.114,22
1764425663.5825238,0.1263671875,-0.02,0.032890625,0.125,55
1764425663.5935242,0.1273046875,-0.01,0.0805078125,0.261,56
1764425663.6039665,0.128046875,-0.01,0.114453125,0.284,65
1764425663.6145332,0.130546875,-0.0,0.2219921875,0.685,65
1764425663.624955,0.1358203125,0.01,0.35097656250000003,1.044,77
1764425663.6355438,0.140234375,0.03,0.41976562500000003,1.258,75
1764425663.646522,0.1451953125,0.04,0.4819140625,1.312,90
1764425663.6569426,0.1506640625,0.06,0.532578125,1.708,68
1764425663.667521,0.15351562500000002,0.07,0.5514453125000001,1.621,78
1764425663.6779451,0.1596875,0.08,0.5987890625,1.786,79
1764425663.688414,0.1690625,0.11,0.6129296875,1.834,70
1764425663.6989448,0.17542968750000001,0.13,0.6317578125,1.762,76
1764425663.7095792,0.181796875,0.15,0.6364453125,1.668,80
1764425663.7205257,0.19398437500000001,0.18,0.609609375,1.562,71
1764425663.7315207,0.2001953125,0.19,0.6191796875,1.541,75
1764425663.7419455,0.20640625,0.21,0.6216015625,1.689,51
1764425663.7525256,0.212578125,0.23,0.61828125,1.573,52
1764425663.7629662,0.2181640625,0.24,0.5666796875,1.544,32
1764425663.7739475,0.22296875,0.25,0.4991015625,1.383,21
1764425663.7849479,0.226953125,0.27,0.41578125,1.189,5
1764425663.7955422,0.22984375,0.28,0.3129296875,0.988,-9
1764425663.805526,0.230859375,0.28,0.258046875,0.801,-11
1764425663.8155253,0.231875,0.29,0.0664453125,0.445,-35
1764425663.8255162,0.23164062500000002,0.29,-0.0029296875,0.111,-65
1764425663.8355265,0.23093750000000002,0.29,-0.0612890625,0.028,-72
1764425663.845527,0.2290234375,0.28,-0.1715625,-0.223,-78
1764425663.855527,0.2254296875,0.27,-0.320234375,-0.746,-81
1764425663.8655272,0.2207421875,0.26,-0.4375,-1.184,-83
1764425663.875527,0.215078125,0.25,-0.5390625,-1.37,-92
1764425663.885583,0.21203125,0.24,-0.57421875,-1.605,-86
1764425663.8955271,0.20207031250000002,0.21,-0.658671875,-1.658,-92
1764425663.9055274,0.195,0.19,-0.6959375,-1.795,-89
1764425663.9155276,0.1878125,0.17,-0.713046875,-1.906,-83
1764425663.925528,0.1802734375,0.15,-0.7446484375,-2.01,-80
1764425663.9355292,0.17277343750000002,0.13,-0.748671875,-1.883,-82
1764425663.9455283,0.1653515625,0.12,-0.7418359375,-1.851,-81
1764425663.9555287,0.1583203125,0.1,-0.710859375,-1.613,-80
1764425663.9655266,0.1514453125,0.08,-0.6913671875,-1.631,-71
1764425663.9755447,0.144609375,0.07,-0.6865234375,-1.788,-63
1764425663.9859486,0.1380078125,0.05,-0.663828125,-1.828,-52
1764425663.9959533,0.13171875,0.03,-0.632734375,-1.914,-37
1764425664.0059447,0.1287890625,0.02,-0.6093359375,-1.877,-32
1764425664.0165257,0.12125,-0.0,-0.4931640625,-1.577,-17
1764425664.0269477,0.1192578125,-0.01,-0.44578125,-1.555,-4
1764425664.037557,0.1137109375,-0.03,-0.343828125,-1.192,6
1764425664.0479486,0.1124609375,-0.04,-0.2969140625,-1.056,13
1764425664.0585282,0.10953125,-0.04,-0.1796875,-0.554,12
1764425664.0689487,0.10933593750000001,-0.05,-0.052734375,-0.369,39
1764425664.0795271,0.10968750000000001,-0.05,0.014140625,-0.015,64
1764425664.0905488,0.11015625,-0.05,0.0387109375,-0.004,71
1764425664.1009507,0.1141796875,-0.04,0.2441015625,0.537,93
1764425664.1115258,0.11609375,-0.03,0.3134765625,0.729,97
1764425664.1219509,0.1238671875,-0.01,0.5176953125,1.395,106
1764425664.1325285,0.1307421875,0.01,0.6508984375,1.883,105
1764425664.1429515,0.1344921875,0.02,0.70046875,2.015,108
1764425664.1535292,0.146953125,0.06,0.818984375,2.399,105
1764425664.163951,0.15578125,0.08,0.8688281250000001,2.517,107
1764425664.174528,0.16484375,0.11,0.896875,2.7,91
1764425664.184952,0.1741015625,0.14,0.917578125,2.823,76
1764425664.1955295,0.17875,0.15,0.9236328125000001,2.792,78
1764425664.205954,0.1915234375,0.19,0.8371484375,2.65,47
1764425664.2165275,0.19890625,0.22,0.758125,2.35,34
1764425664.226942,0.20554687500000002,0.24,0.675859375,2.045,25
1764425664.2375307,0.2108203125,0.25,0.5556640625,1.508,24
1764425664.2479508,0.2146484375,0.26,0.418203125,1.067,13
1764425664.2585557,0.21742187500000001,0.27,0.3076953125,0.574,11
1764425664.2689505,0.2194140625,0.27,0.2214453125,0.45,-1
1764425664.2795293,0.22015625,0.27,0.1849609375,0.379,-5
1764425664.2899728,0.2212890625,0.27,0.0778125,0.162,-16
1764425664.3005414,0.2212890625,0.27,0.0175,0.041,-22
1764425664.3105426,0.2206640625,0.28,-0.0389453125,0.041,-67
1764425664.3209715,0.2196875,0.28,-0.08589843750000001,0.01,-74
1764425664.330966,0.2186328125,0.27,-0.1484375,-0.148,-76
1764425664.3415406,0.212890625,0.26,-0.3798828125,-0.747,-91
1764425664.351541,0.2076171875,0.25,-0.4973046875,-1.03,-99
1764425664.3619502,0.2046484375,0.25,-0.545546875,-1.282,-98
1764425664.3719501,0.19453125000000002,0.22,-0.669765625,-1.694,-97
1764425664.3825326,0.1868359375,0.2,-0.745546875,-1.958,-96
1764425664.392531,0.178828125,0.18,-0.789921875,-2.023,-97
1764425664.4025319,0.17054687500000001,0.16,-0.8205078125,-1.963,-101
1764425664.4125302,0.1621875,0.14,-0.8320703125,-2.101,-94
1764425664.422531,0.1580078125,0.13,-0.8340234375,-2.125,-91
1764425664.4325309,0.1455078125,0.1,-0.8259375,-2.145,-83
1764425664.4425304,0.1373046875,0.07,-0.819765625,-2.377,-65
1764425664.4525313,0.1293359375,0.05,-0.800625,-2.435,-55
1764425664.4629521,0.1221484375,0.02,-0.733359375,-2.373,-36
1764425664.4735336,0.1190234375,0.01,-0.6791796875,-2.26,-28
1764425664.4845326,0.111484375,-0.01,-0.4950390625,-1.663,-12
1764425664.4949508,0.10800781250000001,-0.02,-0.37765625,-1.336,0
1764425664.505531,0.106640625,-0.03,-0.325546875,-1.128,4
1764425664.5159516,0.104609375,-0.04,-0.134453125,-0.525,20
1764425664.5265296,0.1044921875,-0.04,-0.039453125,-0.285,30
1764425664.5369735,0.10453125,-0.04,-0.0158203125,-0.142,28
1764425664.5475318,0.105390625,-0.04,0.0605078125,0.136,61
1764425664.5585284,0.10667968750000001,-0.03,0.1147265625,0.264,65
1764425664.5696423,0.1084375,-0.03,0.165390625,0.449,67
1764425664.5805314,0.115234375,-0.01,0.363359375,1.025,80
1764425664.5915306,0.119765625,0.0,0.434609375,1.253,83
1764425664.601954,0.12515625,0.02,0.5187890625,1.464,88
1764425664.612531,0.13125,0.04,0.5906250000000001,1.593,95
1764425664.622953,0.1344921875,0.05,0.61953125,1.87,79
1764425664.6335325,0.1450390625,0.08,0.7005078125,2.075,81
1764425664.643953,0.15226562500000002,0.1,0.7141796875,2.283,64
1764425664.6545322,0.1591796875,0.12,0.6961328125,2.105,65
1764425664.6649544,0.165859375,0.14,0.6701171875,2.06,54
1764425664.675532,0.1689453125,0.15,0.643671875,2.104,42
1764425664.6859548,0.1775,0.18,0.562890625,1.874,27
1764425664.695953,0.18,0.19,0.5314453125,1.857,18
1764425664.705953,0.186015625,0.21,0.3926171875,1.421,4
1764425664.7159548,0.18867187500000002,0.22,0.2876171875,1.276,-12
1764425664.7259538,0.19015625,0.23,0.17542968750000001,0.779,-16
1764425664.7359421,0.1905078125,0.23,0.1228515625,0.543,-16
1764425664.7459967,0.19035156250000002,0.23,0.015078125,0.136,-19
1764425664.7565467,0.189765625,0.23,-0.0411328125,-0.196,-46
1764425664.7665668,0.1890625,0.22,-0.0630078125,-0.279,-43
1764425664.7765434,0.1876171875,0.22,-0.1065234375,-0.265,-52
1764425664.7865427,0.18546875000000002,0.22,-0.190703125,-0.45,-61
1764425664.7965436,0.18281250000000002,0.21,-0.25078125,-0.573,-64
1764425664.806546,0.17953125,0.2,-0.3146484375,-0.757,-66
1764425664.8165424,0.17546875,0.19,-0.38921875,-0.803,-76
1764425664.8265426,0.1708984375,0.18,-0.4449609375,-1.121,-71
1764425664.8365316,0.165859375,0.17,-0.492109375,-1.124,-78
1764425664.8465343,0.16035156250000002,0.16,-0.5370703125,-1.278,-78
